Final/Accuracy,Final/Accuracy_CI_Lower,Final/Accuracy_CI_Upper,Final/Precision_Macro,Final/Precision_Micro,Final/Recall_Macro,Final/Recall_Micro,Final/F1_Macro,Final/F1_Macro_CI_Lower,Final/F1_Macro_CI_Upper,Final/F1_Micro,Final/MCC,Final/MCC_CI_Lower,Final/MCC_CI_Upper,Final/Cohen_Kappa,Final/ROC_AUC_Macro,Final/ROC_AUC_Micro,Final/PR_AUC_Macro,Final/PR_AUC_Micro,Final/Avg_Inference_Time_ms,Final/ROC_AUC_Apple_Black_Rot,Final/PR_AUC_Apple_Black_Rot,Final/ROC_AUC_Apple_Cedar_Rust,Final/PR_AUC_Apple_Cedar_Rust,Final/ROC_AUC_Apple_Healthy,Final/PR_AUC_Apple_Healthy,Final/ROC_AUC_Apple_Scab,Final/PR_AUC_Apple_Scab
0.5924764890282131,0.5391849529780565,0.64576802507837,0.40462293067502453,0.5924764890282131,0.4727994227994228,0.5924764890282131,0.41094421477289744,0.370675937597219,0.44947348605854937,0.5924764890282131,0.4134205132378803,0.345264170368676,0.4768109096748386,0.3901111830107653,0.8749535275098425,0.8889161859651535,0.6835825269296084,0.7318903782996764,2.8368775883028583,0.9123883928571428,0.694579323243659,0.9833087874324987,0.7915502368114684,0.8844155844155844,0.8728499590956327,0.7099454365079365,0.3753505885676732
