Final/Accuracy,Final/Accuracy_CI,Final/Precision(Macro),Final/Recall(Macro),Final/F1(Macro),Final/F1(Macro)_CI,Final/F1(Micro),Final/MCC,Final/MCC_CI,Final/Kappa,Final/AUC(Macro),Final/AUC(Micro),Final/PR-AUC(Macro)
0.7863157894736842,"(np.float64(0.7610526315789473), np.float64(0.8116052631578947))",0.7433812351750951,0.7677956392259947,0.7354325949687686,"(np.float64(0.7046688974762948), np.float64(0.7663461806797968))",0.7863157894736842,0.6793672057509463,"(np.float64(0.6434205752125186), np.float64(0.717369786559577))",0.6719814125635286,0.9504877192982456,0.9504877192982456,0.8305669736288621
